time,download,upload,ping
00:00,2.01,2.37,79.86
01:00,2.11,3.49,35.21
02:00,4.37,2.84,35.35
03:00,3.37,3.25,33.72
04:00,3.39,3.04,33.79
05:00,4.95,3.32,32.34
06:00,5.1,3.13,38.08
07:00,5.34,3.02,31.33
08:00,4.02,2.97,36.4
09:00,6.97,1.62,44.7
10:00,2.99,1.43,43.4
11:00,8.36,3.79,38.18
12:00,6.56,2.88,40.49
13:00,6.57,3.12,48.83
14:00,6.39,2.55,69.61
15:00,8.93,4.67,37.86
16:00,9.73,2.97,40.54
17:00,3.15,1.72,41.7
18:00,2.56,1.64,53.14
19:00,3.35,4.98,36.69
20:00,8.44,4.83,37.14
21:00,8.72,1.48,40.41
22:00,2.91,1.0,154.4
23:00,3.23,0.99,39.72
23:30,6.46,1.78,37.06
