time,download,upload,ping
00:00,1.21,2.88,47.03
01:00,3.93,1.24,39.97
02:00,3.84,1.38,43.33
03:00,4.44,1.26,44.03
04:00,4.47,1.2,39.87
05:00,4.22,1.59,45.79
06:00,3.94,1.42,43.49
07:00,4.29,1.58,39.52
08:00,3.74,1.47,39.94
09:00,5.5,2.05,38.89
10:00,3.57,5.44,38.13
11:00,2.92,5.33,37.84
12:00,1.23,4.51,41.54
13:00,1.49,3.16,46.2
14:00,1.42,1.69,57.07
15:00,8.69,5.33,35.87
16:00,6.28,6.67,35.5
17:00,8.35,3.4,37.5
18:00,7.05,2.49,38.51
19:00,2.67,5.95,38.25
20:00,3.99,3.78,40.86
21:00,5.74,9.73,36.68
22:00,5.93,10.34,38.15
23:00,6.3,10.68,35.98
23:30,5.51,1.78,32.54
