time,download,upload,ping
00:00,4.31,3.34,63.84
01:00,4.17,3.65,58.98
02:00,4.2,3.7,60.92
03:00,4.12,3.63,59.39
04:00,4.07,3.72,59.15
05:00,3.7,3.48,66.87
06:00,3.9,3.64,65.23
07:00,3.64,3.58,64.45
08:00,3.42,3.1,63.28
09:00,4.73,2.47,68.72
10:00,4.88,2.57,66.56
11:00,6.29,1.83,67.04
12:00,5.02,1.66,67.99
13:00,6.3,1.7,66.38
14:00,4.75,2.07,66.37
15:00,5.3,2.04,63.37
16:00,5.26,3.68,89.95
17:00,6.76,4.16,54.88
18:00,5.15,1.57,64.87
19:00,5.63,2.45,62.39
20:00,5.24,2.05,65.99
21:00,3.98,2.59,56.18
22:00,5.53,2.19,53.57
23:00,6.1,3.21,49.64
23:30,5.52,2.15,58.45
