time,download,upload,ping
00:00,4.39,0.56,64.36
01:00,4.2,0.4,72.52
02:00,4.39,0.58,65.89
03:00,3.76,0.39,831.82
04:00,4.51,0.45,112.85
05:00,5.1,0.48,71.14
06:00,4.34,0.44,71.72
07:00,4.17,0.32,84.55
08:00,4.6,0.49,69.82
09:00,9.07,2.89,56.36
10:00,8.84,3.22,54.66
11:00,6.7,5.32,47.34
12:00,10.49,6.13,54.7
13:00,5.29,5.73,47.69
14:00,6.76,5.76,54.46
15:00,6.18,5.2,56.71
16:00,7.5,5.16,44.47
17:00,8.88,5.6,42.82
18:00,5.38,5.08,39.85
19:00,9.04,2.48,38.83
20:00,8.2,2.43,40.09
21:00,9.71,2.49,48.67
22:00,10.66,1.91,39.76
23:00,10.46,2.03,48.79
23:30,11.6,1.52,41.68
