time,download,upload,ping
00:00,7.3,4.11,40.58
01:00,8.3,3.75,36.99
02:00,9.24,3.25,34.45
03:00,9.07,2.99,34.87
04:00,9.76,3.09,37.52
05:00,9.8,2.75,33.88
06:00,6.95,2.6,39.18
07:00,8.39,2.63,41.08
08:00,7.05,3.05,33.34
09:00,0.62,0.77,48.55
10:00,4.74,2.12,39.22
11:00,5.78,1.89,40.59
12:00,6.24,1.95,39.16
13:00,4.85,1.52,41.13
14:00,2.65,1.44,44.48
15:00,6.01,2.82,49.19
16:00,3.64,2.33,39.04
17:00,3.19,1.86,114.64
18:00,6.37,2.57,44.1
19:00,6.01,0.82,34.82
20:00,5.85,1.1,40.71
21:00,4.85,1.33,39.62
22:00,6.21,1.16,38.17
23:00,6.37,0.88,34.26
23:30,5.98,1.09,36.33
