time,download,upload,ping
00:05,2.54,5.96,66.83
01:05,11.19,6.21,51.72
02:05,11.41,6.04,54.64
03:05,11.43,2.81,54.87
04:05,10.53,6.01,52.51
05:05,11.24,6.04,54.63
06:05,10.8,6.1,55.22
07:05,11.66,6.24,53.77
08:05,10.94,6.19,53.31
09:05,11.22,3.72,53.24
10:05,10.21,6.06,58.04
11:05,11.45,5.06,51.59
12:05,12.54,5.17,53.11
13:05,9.56,6.02,55.29
14:05,10.63,5.99,52.04
15:05,10.03,5.65,50.65
16:05,5.42,5.45,56.28
17:05,8.04,5.16,52.34
18:05,11.08,5.84,55.87
19:05,10.31,5.23,54.17
20:05,6.87,4.96,78.72
21:05,10.46,5.55,53.61
22:05,8.59,4.71,53.39
23:05,2.18,5.07,54.43
