time,download,upload,ping
00:00,2.35,3.19,39.36
01:00,3.48,4.47,32.33
02:00,3.76,5.2,33.12
03:00,3.55,4.7,37.47
04:00,3.68,5.13,31.31
05:00,3.64,4.84,33.23
06:00,3.44,3.96,34.12
07:00,3.58,4.44,35.02
08:00,2.99,3.24,57.19
09:00,10.54,3.02,39.29
10:00,2.84,2.27,43.0
11:00,2.38,2.62,44.17
12:00,2.07,2.95,60.52
13:00,2.2,3.73,54.78
14:00,0.55,2.24,64.5
15:00,2.36,4.28,41.17
16:00,1.62,4.04,85.86
17:00,1.66,3.53,293.74
18:00,3.3,4.03,47.66
19:00,1.0,2.12,70.4
20:00,1.62,4.18,69.31
21:00,1.97,5.73,37.68
22:00,1.65,7.09,37.01
23:00,2.6,5.96,69.88
23:30,3.57,5.43,63.67
