time,download,upload,ping
00:00,5.43,1.34,38.23
01:00,8.22,2.18,38.56
02:00,8.05,2.08,39.73
03:00,9.2,2.11,38.71
04:00,8.69,2.31,38.16
05:00,8.5,2.23,38.81
06:00,8.31,2.27,37.61
07:00,7.41,2.09,38.64
08:00,7.69,2.07,41.2
09:00,6.24,1.34,43.05
10:00,5.43,1.26,41.24
11:00,5.97,0.99,44.84
12:00,13.07,3.65,38.49
13:00,8.1,2.62,37.17
14:00,11.01,3.54,37.37
15:00,5.17,3.04,39.2
16:00,4.93,2.4,48.94
17:00,4.71,1.5,38.01
18:00,3.63,1.97,86.85
19:00,3.45,4.01,78.08
20:00,3.49,3.79,40.99
21:00,3.23,2.97,50.84
22:00,4.63,4.24,39.77
23:00,2.31,2.76,180.9
23:30,3.69,2.57,58.65
