time,download,upload,ping
00:00,2.27,5.63,32.69
01:00,1.85,3.31,46.27
02:00,1.94,3.17,42.01
03:00,2.01,3.13,45.95
04:00,1.86,3.27,39.82
05:00,2.17,3.28,45.93
06:00,2.02,3.21,39.86
07:00,2.23,3.17,40.41
08:00,1.88,2.92,46.52
09:00,6.3,2.73,37.82
10:00,2.39,4.47,58.57
11:00,3.28,1.2,35.85
12:00,3.61,1.32,34.78
13:00,3.25,1.36,38.38
14:00,6.41,5.13,35.99
15:00,4.54,5.53,32.52
16:00,3.19,5.03,37.54
17:00,2.54,4.76,37.8
18:00,2.88,4.66,37.96
19:00,4.42,5.24,37.24
20:00,2.68,4.25,36.01
21:00,5.13,5.43,37.16
22:00,4.37,5.48,36.97
23:00,3.89,5.3,35.46
23:30,3.89,5.63,32.0
