time,download,upload,ping
00:05,12.98,8.65,49.32
01:05,13.9,9.03,50.8
02:05,14.2,8.46,53.12
03:05,12.75,8.64,50.84
04:05,13.52,8.09,51.69
05:05,13.61,8.29,52.06
06:05,14.12,8.05,52.85
07:05,12.99,4.66,53.63
08:05,13.29,7.03,52.34
09:05,5.59,2.76,56.88
10:05,2.68,2.67,58.43
11:05,8.0,4.42,51.99
12:05,7.66,2.7,61.84
13:05,9.61,4.61,51.78
14:05,7.22,1.99,65.36
15:05,5.65,1.91,62.97
16:05,10.27,5.58,52.14
17:05,5.68,2.28,50.91
18:05,7.02,2.57,51.5
19:05,8.57,6.06,54.03
20:05,9.59,4.6,59.99
21:05,9.52,1.6,54.03
22:05,3.68,4.87,59.66
23:05,6.01,4.92,58.33
