time,download,upload,ping
00:00,3.3,0.74,59.91
01:00,3.51,0.63,46.54
02:00,3.36,0.66,53.22
03:00,1.75,5.36,69.19
04:00,0.87,2.34,75.46
05:00,1.02,5.1,73.02
06:00,0.99,4.47,64.32
07:00,1.73,3.08,64.41
08:00,1.67,5.33,64.42
09:00,1.98,2.03,70.35
10:00,2.12,5.06,66.82
11:00,2.24,5.28,92.95
12:00,3.28,4.85,61.68
13:00,3.1,5.22,42.87
14:00,2.88,4.64,70.85
15:00,3.11,5.62,39.38
16:00,3.24,5.41,45.86
17:00,2.08,4.88,50.67
18:00,1.97,5.25,40.01
19:00,1.69,3.81,76.98
20:00,2.8,4.95,59.84
21:00,3.08,5.43,38.17
22:00,2.86,4.58,40.87
23:00,1.02,5.16,44.38
23:30,1.28,5.28,46.05
