time,download,upload,ping
14:54,4.24,3.21,0.00
14:55,2.78,3.78,0.00
14:57,2.35,1.74,0.00
14:58,2.57,2.98,0.00
15:00,4.85,5.01,0.00
15:01,3.48,3.32,0.00
15:02,2.30,3.50,0.00
15:36,2.11,2.79,0.00
15:41,4.88,3.11,0.00
15:59,4.89,5.32,0.00
16:04,4.82,5.17,0.00
16:05,4.96,2.97,0.00
16:11,4.83,5.03,0.00
16:11,4.56,4.72,0.00
16:15,3.53,1.83,0.00
16:21,4.00,2.81,0.00
16:29,4.50,3.14,0.00
16:31,3.53,3.18,0.00
17:23,3.69,2.93,0.00
17:23,3.73,2.95,0.00
17:24,3.72,4.33,0.00
17:26,2.37,2.85,0.00
17:26,3.37,2.19,0.00
17:35,3.39,4.10,0.00
17:48,3.34,2.54,0.00
18:39,4.88,2.99,38.006
18:40,4.89,2.97,36.184
20:12,2.51,1.71,299.179
20:23,4.42,4.76,41.11
20:29,2.16,3.61,513.19
20:30,3.1,3.76,269.23
21:04,4.92,5.24,39.38
21:35,4.62,5.58,42.2
22:08,3.44,5.61,63.19
22:46,3.32,5.57,35.19
23:12,4.65,5.32,37.8
23:12,3.64,5.41,36.37
