time,download,upload,ping
00:00,6.86,5.87,31.48
01:00,5.29,2.65,36.53
02:00,6.2,2.46,33.47
03:00,5.91,2.68,35.8
04:00,5.89,2.42,37.54
05:00,5.92,2.59,33.99
06:00,5.78,2.29,36.19
07:00,5.83,2.37,34.2
08:00,5.8,2.31,36.36
09:00,6.11,5.52,36.98
10:00,2.99,1.57,44.85
11:00,2.97,1.71,40.17
12:00,3.48,3.91,42.07
13:00,3.24,4.96,38.93
14:00,3.01,4.51,40.95
15:00,6.64,1.0,41.17
16:00,9.36,1.19,39.31
17:00,4.8,1.32,190.46
18:00,4.58,1.2,39.98
19:00,1.88,3.75,264.34
20:00,1.41,2.98,60.71
21:00,2.89,2.99,40.48
22:00,1.54,5.57,45.7
23:00,3.05,5.87,35.71
23:30,3.69,6.05,31.23
