time,download,upload,ping
00:05,13.58,6.23,52.19
01:05,13.66,6.92,51.2
02:05,13.85,6.64,49.37
03:05,14.03,3.58,54.34
04:05,13.02,6.78,55.34
05:05,14.01,6.57,53.01
06:05,12.68,6.37,54.57
07:05,12.94,6.24,54.6
08:05,13.52,6.11,53.87
09:05,5.54,1.57,66.46
10:05,6.08,3.04,61.37
11:05,3.71,2.78,66.37
12:05,4.93,4.65,61.1
13:05,2.09,2.43,60.88
14:05,7.2,3.82,43.87
15:05,7.02,3.22,46.26
16:05,5.92,3.02,66.51
17:05,5.6,4.09,55.71
18:05,9.36,3.96,52.06
19:05,9.82,6.21,58.56
20:05,9.72,3.21,52.9
21:05,7.15,2.56,52.79
22:05,4.75,4.01,55.62
23:05,10.12,4.84,65.67
