time,download,upload,ping
00:05,12.05,5.95,52.37
01:05,12.18,6.14,54.95
02:05,12.94,6.2,54.9
03:05,13.06,6.13,55.37
04:05,13.48,3.55,55.77
05:05,13.8,6.07,55.51
06:05,13.12,6.02,56.13
07:05,10.95,5.68,59.12
08:05,12.38,4.24,57.5
09:05,5.11,3.02,169.39
10:05,3.84,2.62,60.87
11:05,5.45,3.07,58.38
11:45,3.88,4.71,55.65
12:05,2.12,4.84,154.44
13:05,1.4,5.3,777.68
14:05,3.11,4.92,58.15
15:05,1.69,4.75,633.85
16:05,3.19,5.74,53.45
17:05,2.73,3.34,55.68
18:05,3.17,4.13,56.53
19:05,2.66,4.14,59.42
20:05,4.73,4.28,64.54
21:05,3.96,4.86,58.27
22:05,3.96,5.46,55.99
23:05,4.03,5.43,57.48
