time,download,upload,ping
00:00,10.38,6.31,54.86
01:00,8.52,5.19,53.86
02:00,8.5,5.11,51.02
03:00,10.9,5.79,58.37
04:00,11.55,5.99,53.12
05:00,10.78,6.12,56.38
06:00,10.9,5.93,55.84
07:00,6.85,5.68,55.29
08:00,8.38,3.34,54.63
09:00,7.21,3.74,64.79
10:00,3.26,5.6,233.1
11:00,4.08,4.14,54.6
12:00,5.71,4.39,56.34
13:00,4.95,2.18,62.08
14:00,8.58,3.2,56.21
15:00,4.72,3.64,58.02
16:00,4.58,1.95,52.81
17:00,9.28,4.19,60.59
18:00,9.39,4.46,54.12
19:00,3.72,3.99,58.44
20:00,7.24,4.06,52.68
21:00,9.46,2.76,57.31
22:00,7.69,2.31,65.43
23:00,3.87,2.36,52.81
23:30,8.74,2.43,54.84
