time,download,upload,ping
00:00,6.71,1.05,42.33
01:00,6.29,0.92,42.49
02:00,7.38,1.11,46.48
03:00,6.82,1.31,45.72
04:00,6.67,1.17,46.29
05:00,6.6,1.01,46.46
06:00,5.85,1.08,46.52
07:00,5.79,0.87,46.17
08:00,5.0,0.87,52.16
09:00,6.36,5.56,37.69
10:00,9.51,2.94,38.54
11:00,9.84,2.85,39.84
12:00,8.83,2.67,41.82
13:00,7.47,5.84,37.19
14:00,4.59,5.15,34.75
15:00,7.18,5.87,36.63
16:00,6.4,5.82,36.64
17:00,4.42,4.66,43.68
18:00,6.06,1.54,46.85
19:00,4.42,0.79,84.44
20:00,5.57,1.47,41.97
21:00,7.2,1.78,41.35
22:00,9.2,1.68,39.5
23:00,7.18,1.58,41.4
23:30,7.28,2.34,38.09
