time,download,upload,ping
00:00,1.52,1.0,60.06
01:00,2.19,0.6,49.85
02:00,2.85,0.46,43.05
03:00,2.78,1.0,40.26
04:00,2.75,1.04,42.95
05:00,2.57,1.09,47.76
06:00,2.92,1.41,48.85
07:00,2.26,1.25,39.36
08:00,4.23,2.53,39.51
09:00,6.91,5.2,35.86
10:00,7.43,2.81,40.05
11:00,9.1,3.74,36.54
12:00,4.68,2.65,50.35
13:00,6.33,5.16,38.22
14:00,8.02,5.68,35.99
15:00,5.93,5.56,44.12
16:00,5.5,5.43,35.99
17:00,5.76,4.03,34.96
18:00,3.27,3.16,37.16
19:00,6.91,1.34,44.41
20:00,5.21,1.21,43.02
21:00,5.19,2.03,41.39
22:00,7.85,2.02,43.9
23:00,6.0,1.32,40.7
23:30,3.33,1.46,46.79
