time,download,upload,ping
00:00,6.3,5.36,39.91
01:00,6.08,5.33,37.71
02:00,6.4,5.53,37.56
03:00,5.54,5.43,39.64
04:00,6.39,5.29,39.16
05:00,6.31,5.07,40.04
06:00,6.09,5.59,41.38
07:00,6.31,4.61,39.89
08:00,6.24,5.22,38.22
09:00,6.39,3.95,37.9
10:00,5.98,3.01,40.35
11:00,4.16,3.67,42.41
12:00,6.35,4.36,39.18
13:00,6.32,4.23,38.87
14:00,6.23,4.82,38.31
15:00,4.99,4.54,86.35
16:00,5.42,4.13,39.2
17:00,5.18,4.58,87.84
18:00,4.34,3.67,39.06
19:00,6.22,5.06,37.08
20:00,5.5,4.16,40.39
21:00,6.27,5.47,38.7
22:00,5.59,5.14,93.54
23:00,6.13,5.04,81.22
23:30,4.48,4.93,76.53
