time,download,upload,ping
00:00,2.88,0.84,235.44
01:00,3.49,1.02,146.3
02:00,5.24,0.93,62.67
03:00,3.51,0.95,79.24
04:00,5.26,0.98,98.5
05:00,2.63,0.91,49.03
06:00,5.92,1.06,49.78
07:00,5.36,0.93,53.16
08:00,1.52,1.0,42.5
09:00,11.52,2.27,45.63
10:00,10.52,2.78,50.61
11:00,8.82,1.17,46.15
12:00,1.84,1.0,83.83
13:00,2.22,1.15,52.83
14:00,1.57,0.71,41.64
15:00,6.38,1.27,52.62
16:00,3.97,1.3,56.75
17:00,2.36,1.21,55.09
18:00,5.34,1.66,34.05
19:00,5.53,1.14,38.7
20:00,5.23,1.02,42.08
21:00,8.18,1.31,38.53
22:00,6.63,1.19,59.73
23:00,8.0,1.11,46.39
23:30,8.52,1.74,46.0
