time,download,upload,ping
00:00,4.14,1.68,48.4
01:00,4.23,1.54,46.84
02:00,4.76,1.67,54.39
03:00,4.8,1.53,46.34
04:00,4.67,1.7,47.53
05:00,4.15,1.71,51.71
06:00,4.72,1.57,49.85
07:00,4.54,1.77,48.03
08:00,4.43,5.78,43.19
09:00,2.93,4.93,61.03
10:00,1.86,5.22,58.19
11:00,1.18,5.08,48.04
12:00,4.22,3.84,45.83
13:00,4.88,3.39,43.51
14:00,4.87,1.58,46.5
15:00,4.72,2.39,49.56
16:00,3.43,4.06,41.04
17:00,3.98,2.07,44.57
18:00,5.27,2.92,42.52
19:00,0.76,1.91,739.31
20:00,3.42,1.6,52.2
21:00,3.54,1.47,50.04
22:00,4.36,1.92,47.0
23:00,4.26,2.14,47.51
23:30,2.84,5.28,39.89
