time,download,upload,ping
00:00,6.74,1.19,33.45
01:00,6.06,1.6,38.66
02:00,9.3,1.74,35.99
03:00,8.64,1.64,41.18
04:00,9.26,1.5,36.7
05:00,8.77,1.7,39.35
06:00,9.38,1.72,38.22
07:00,9.03,1.53,38.21
08:00,9.93,1.64,34.86
09:00,10.91,12.5,31.02
10:00,8.75,5.28,34.98
11:00,5.08,4.41,37.96
12:00,8.45,4.89,35.18
13:00,4.28,5.41,38.83
14:00,4.34,5.34,35.97
15:00,3.91,5.51,37.83
16:00,5.86,5.64,36.8
17:00,4.92,4.71,35.19
18:00,5.13,4.69,39.61
19:00,5.15,4.7,39.06
20:00,6.06,4.4,38.97
21:00,5.93,5.48,37.01
22:00,3.74,5.01,39.51
23:00,2.55,5.52,41.85
23:30,5.25,5.68,38.13
