time,download,upload,ping
00:05,11.71,3.51,55.35
01:05,12.76,3.68,53.57
02:05,12.72,3.64,60.29
03:05,12.08,3.26,58.75
04:05,12.65,3.16,53.65
05:05,11.95,3.52,60.21
06:05,11.27,3.47,54.13
07:05,12.49,3.31,53.53
08:05,11.33,3.24,50.45
09:05,10.12,5.97,66.74
10:05,7.59,5.54,54.0
11:05,10.77,5.42,61.38
12:05,10.58,2.55,64.38
13:05,7.93,4.23,61.38
14:05,4.87,4.32,60.17
15:05,6.76,4.48,51.05
16:05,5.64,4.59,55.0
17:05,5.68,4.5,56.03
18:05,5.53,5.2,50.5
19:05,3.26,4.57,54.59
20:05,3.85,5.4,54.71
21:05,4.93,5.33,52.2
22:05,6.43,6.45,53.73
23:05,6.91,5.33,52.81
